xml_id	lemma	definition	source_siglum	source_id	cross_refs
lex.tana_brdzola	თანა-ბრძოლა	ბრძოლა	ი. ა.	abuladze1973	ბრძოლა
lex.tana_gamortva	თანა-გამორთვა		ი. ა.	abuladze1973	გამორთვა|რთვა
lex.tana_ganzrakhvai	თანა-განზრახვაჲ	ბჭობა, ერთად მოლაპარაკება	ა. შ.	shanidze1971	
lex.tana_ganqopa	თანა-განყოფა	გაამხანაგება, მონაწილება	ი. ა.	abuladze1973	განყოფა; გაყოფა|განყოფილი
lex.tana_gats_tana_guats_tana_guedva	თანა-გაც, თანა-გუაც, თანა-გუედვა		ი. ა.	abuladze1973	თანა-დება
lex.tana_gundi	თანა-გუნდი	თანმყოფი უცხოობაში	ი. ა.	abuladze1973	გუნდი
lex.tana_gurioba	თანა-გურიობა	მიდევნება, მიმდევრობა, სვლა	ი. ა.	abuladze1973	გურიობა
lex.tana_dadgoma	თანა-დადგომა	ამოდგომა (მხარში)	ი. ა.	abuladze1973	
lex.tana_dakhudoma	თანა-დახუდომა	დასწრება, შესწრება. იხ.	ი. ა.	abuladze1973	დახუდომა|ხუდომა
lex.tana_dgoma	თანა-დგომა	მხარში ამოდგომა, დახმარება	ი. ა.	abuladze1973	დგომა
lex.tana_deba	თანა-დება	მართება, ვალის ქონება	ი. ა.	abuladze1973	დება|თანა-ედვა|თანა-აც|თანა-გაც|თანა-გუაც|თანა-გუედვა
lex.tana_edva	თანა-ედვა		ი. ა.	abuladze1973	თანა-დება
lex.tana_vid	თანა-ვიდ	თანა-უვიდოდა: მიჰყვებოდა, მასთან მიდიოდა	ი. ი.	imnaishvili	
lex.tana_ziareba	თანა-ზიარება	მონაწილეობა. ერთობა, თანასწორობა	ი. ა.	abuladze1973	ზიარება
